epoch,train_loss,lr,val_dice,val_iou,val_precision,val_recall,val_accuracy
0,0.015654097049689553,9.999999999999999e-05,0.6361698455354704,0.46645826348167607,0.6744527101838989,0.6019995235394402,0.9811539916806558
1,0.012366656969604714,0.00019999999999999998,0.6440749383473069,0.47500776891184887,0.6286638764179582,0.6602605611891501,0.9800273751400393
2,0.01152465468515281,0.0003,0.5128401625916379,0.3448453553488589,0.8416195600354134,0.36877708173841944,0.9808243104141124
3,0.010839399496040248,0.0003,0.6455187378541076,0.47658004277698035,0.7153582655488953,0.5881029833043807,0.9823219062638109
4,0.010727524178650421,0.000299665031793473,0.46406044259504325,0.3021345731723295,0.8081999398750496,0.3254714797661102,0.9794244325364013
5,0.01014000126708935,0.000298661623223217,0.5450877929328378,0.3746533916514699,0.8316448219932442,0.4054003667559391,0.9814799185796956
6,0.010042400778760657,0.000296994255755488,0.5888781023813012,0.41731200073859454,0.7998199662283874,0.46598164863831437,0.982192143906642
7,0.010045880630066995,0.00029467037625815644,0.6530808368796195,0.4848701056169105,0.7389765182113396,0.585074152353774,0.9829874317141345
8,0.009742229783527744,0.00029170036374118777,0.5179643764223678,0.3494952268232274,0.8496202236971734,0.3725403571419485,0.9810220110445417
9,0.009952044204789571,0.0002880974830014643,0.5201742548527315,0.3515104778778972,0.8420574581749065,0.3763221144675296,0.9809983176906614
10,0.009673641769673754,0.00028387782537898215,0.6538728932790406,0.48574379790316713,0.7404424794513167,0.5854270892414014,0.9830366074313792
11,0.009528510893820058,0.0002790602368890209,0.6575429830626809,0.4898056137117889,0.7096551524993496,0.6125607550797727,0.9825366036445266
12,0.009541979868134867,0.00027366623405126404,0.5544777343699474,0.3835829772765693,0.8378774272456347,0.4143350195967716,0.9817763836714473
13,0.009459065420477706,0.0002677199077917991,0.6402338595798073,0.470841154628224,0.781884151641117,0.5420357752360891,0.9833272507010875
14,0.009365544807477234,0.0002612478158471936,0.6551080224231561,0.48710828330130695,0.7302039699298638,0.5940177918172557,0.9828814392832363
15,0.009074950181893807,0.0002542788641511963,0.6441388180490187,0.47507726205580425,0.7778907526272743,0.5496337951270458,0.9833784242616083
16,0.009070684441139721,0.0002468441777338203,0.640405961244893,0.47102733830112387,0.7845437412856802,0.541010537238953,0.9833712171754118
