epoch,train_loss,lr,val_dice,val_iou,val_precision,val_recall,val_accuracy
0,0.6382988738342653,0.0001,0.6076860226020261,0.4364576040080415,0.5159467126011924,0.7391045128709969,0.9782805785943498
1,0.5603184961895714,0.0001999999999999,0.5996213352381915,0.4281851404385552,0.4769738996609272,0.8071757420888592,0.975467047679513
2,0.5344164612663546,0.0003,0.5867753903938723,0.415203207193943,0.4530077348671371,0.8326454216754966,0.9733091595746745
3,0.5234068861183315,0.0003,0.5687451126339016,0.397375140971954,0.4184647395266229,0.887448357236599,0.9693699782302896
4,0.5129104912115353,0.0002999213353568,0.610829356603758,0.4397079361757915,0.4790889139992846,0.84250139901018,0.9755668947773596
5,0.5092749471224125,0.0002996854239356,0.6501217654314569,0.4816151181511962,0.5763930492486908,0.745478925219136,0.9817381212788244
6,0.5068681527594463,0.0002992925131749,0.5985470709148586,0.4270903849090286,0.456644500089613,0.8684042466691488,0.973487778277906
7,0.5029104990344896,0.0002987430151839,0.6526409526824899,0.484385326971195,0.543042636868718,0.8176641073774358,0.9801907929829864
8,0.5008982861151788,0.00029803750631,0.5997205342882534,0.428286316391437,0.4624613288934267,0.8528466919829794,0.9740896532612462
9,0.5011450416972192,0.0002971767265347,0.6421158043587379,0.4728796508714782,0.5362551848278393,0.8000517597374948,0.9797028477671128
10,0.4996356260784804,0.000296161578697,0.6719257801382559,0.505939931736801,0.6063702474292646,0.7533741047842502,0.9832563802562932
11,0.4979446565860506,0.0002949931275468,0.6434251416594633,0.4743012430928793,0.5179879056985259,0.8490278256938323,0.9785828105273376
12,0.4969058108824752,0.0002936725986281,0.644990988643685,0.476004944054263,0.5257389663628522,0.8342134984154941,0.9790997824657052
13,0.4986019159995325,0.0002922013769934,0.6116173178639237,0.4405250265171332,0.4681786244646242,0.8817706945890582,0.9745127131270416
14,0.4940779640328313,0.0002905810057509,0.646358435354811,0.4774960020707046,0.5251396568184616,0.840333998993918,0.979071905831841
15,0.4764484392778069,0.0002888131844464,0.6714840560515979,0.5054392151711184,0.5786882738353957,0.7997241282934439,0.9821906196272404
16,0.4466038796839727,0.0002868997672802,0.6743538011550383,0.5086981743263054,0.588810332634076,0.7889780040871262,0.9826575295800902
17,0.428738005286425,0.0002848427611628,0.6438680458877349,0.474782740673061,0.5190830629558488,0.8476353660623724,0.9786591849315256
18,0.4083191526137034,0.0002826443236095,0.6798174599126715,0.5149420169332815,0.6316694173098811,0.7359111720554806,0.9842232119652532
19,0.3822269205292305,0.0002803067604777,0.6626360971764345,0.4954792751452438,0.5530923447800329,0.826288165528014,0.9808511402707538
20,0.3686491423186687,0.0002778325235483,0.6803249995981158,0.5155246552302155,0.6193142077684729,0.754670177761113,0.983858745092198
21,0.3838494305444978,0.0002752242079543,0.6790282686829918,0.5140369415823918,0.5977946880904736,0.7858111773998969,0.983092282013621
22,0.388942550063259,0.0002724845494585,0.6752967334345371,0.5097720753609738,0.5934819103853274,0.7832756988968244,0.9828566960602184
23,0.3692119368102722,0.0002696164215844,0.6790451018903519,0.5140562352750266,0.6101379753237758,0.7654981318457132,0.983530614867104
24,0.3622617482512603,0.0002666228326019,0.6511706426908869,0.4827672523305386,0.5283254432939173,0.8484507534899343,0.9793113230475716
25,0.3555760922384626,0.0002635069223726,0.6417734812273741,0.4725084309260275,0.5117788873705592,0.8602923790908952,0.9781420260445948
26,0.3426540476188705,0.000260271959056,0.6615649496929253,0.4942824454135027,0.5537721596214709,0.8214645697422424,0.9808715602600248
27,0.36649961486673,0.000256921335682,0.6734914491150722,0.5077173823461439,0.5695967691027473,0.8237423933045476,0.9818221818720436
28,0.3567555971507579,0.0002534585665917,0.6683471337698444,0.5018929112223539,0.5687829909572353,0.8101645601971562,0.981700350569732
29,0.3381597346769435,0.0002498872837517,0.6822838538358662,0.5177775622025971,0.5974076906193685,0.7952713143957983,0.9831431130913292
30,0.332967641168189,0.0002462112329446,0.6679301287640974,0.5014227430460445,0.564166158340036,0.8184660817753936,0.9814780379643216
