family,n,dice_mean,dice_sd,dice_min,dice_max,dice_micro_mean,dice_micro_sd,dice_micro_min,dice_micro_max,dice_global_mean,dice_global_sd,dice_global_min,dice_global_max,iou_mean,iou_sd,iou_min,iou_max,precision_mean,precision_sd,precision_min,precision_max,recall_mean,recall_sd,recall_min,recall_max,nsd_mean,nsd_sd,nsd_min,nsd_max,bf1_mean,bf1_sd,bf1_min,bf1_max,bf1_fuzzy_mean,bf1_fuzzy_sd,bf1_fuzzy_min,bf1_fuzzy_max,bg_fp_rate_mean,bg_fp_rate_sd,bg_fp_rate_min,bg_fp_rate_max,far_scan_mean,far_scan_sd,far_scan_min,far_scan_max
gated_attn_unet,1,0.03295784533657731,0.0,0.03295784533657731,0.03295784533657731,0.13557517934888288,0.0,0.13557517934888288,0.13557517934888288,,,,,0.02430485663822206,0.0,0.02430485663822206,0.02430485663822206,0.0278649580866173,0.0,0.0278649580866173,0.0278649580866173,0.04601913567930848,0.0,0.04601913567930848,0.04601913567930848,,,,,,,,,,,,,0.0001387092416298749,0.0,0.0001387092416298749,0.0001387092416298749,,,,
